stream_id,gesture_order,gesture,start_sample,end_sample
443,0,good-afternoon_8.csv,60,269
443,1,hello_8.csv,300,538
443,2,please_29.csv,569,773
444,0,good-morning_26.csv,82,254
444,1,good-afternoon_10.csv,296,523
444,2,thank-you_5.csv,565,807
444,3,i-love-you_21.csv,849,1129
445,0,i-love-you_11.csv,48,339
445,1,thank-you_17.csv,364,506
445,2,i-love-you_23.csv,531,757
445,3,thank-you_13.csv,782,946
446,0,good-morning_14.csv,40,352
446,1,i-love-you_22.csv,373,645
446,2,excuse-me_14.csv,666,809
447,0,hello_5.csv,74,275
447,1,i-am-fine_18.csv,313,493
447,2,i-am-fine_14.csv,531,697
448,0,excuse-me_15.csv,72,250
448,1,please_17.csv,287,558
448,2,hello_2.csv,595,824
449,0,hello_28.csv,56,222
449,1,good-morning_15.csv,251,526
449,2,excuse-me_9.csv,555,744
449,3,good-morning_24.csv,773,962
450,0,good-morning_19.csv,60,305
450,1,i-am-fine_23.csv,336,534
450,2,good-morning_19.csv,565,810
451,0,excuse-me_5.csv,26,273
451,1,please_5.csv,287,543
451,2,hello_15.csv,557,740
451,3,please_28.csv,754,949
452,0,i-love-you_13.csv,30,348
452,1,thank-you_25.csv,364,506
452,2,i-am-fine_24.csv,522,701
453,0,i-love-you_19.csv,20,290
453,1,good-morning_9.csv,301,596
453,2,excuse-me_9.csv,607,796
454,0,i-love-you_25.csv,76,301
454,1,hello_29.csv,340,510
454,2,please_40.csv,549,760
454,3,hello_1.csv,799,1029
455,0,please_39.csv,72,260
455,1,good-afternoon_7.csv,297,527
455,2,thank-you_6.csv,564,794
455,3,hello_13.csv,831,997
456,0,please_2.csv,58,297
456,1,please_30.csv,327,509
456,2,thank-you_30.csv,539,700
457,0,thank-you_11.csv,76,340
457,1,hello_26.csv,379,538
457,2,thank-you_29.csv,577,717
458,0,thank-you_16.csv,66,250
458,1,please_21.csv,284,568
458,2,thank-you_27.csv,602,748
458,3,i-am-fine_1.csv,782,1006
459,0,please_23.csv,74,253
459,1,i-am-fine_23.csv,291,489
459,2,please_30.csv,527,709
459,3,i-love-you_13.csv,747,1065
460,0,good-afternoon_20.csv,70,323
460,1,thank-you_16.csv,359,543
460,2,please_34.csv,579,753
461,0,hello_4.csv,66,336
461,1,excuse-me_4.csv,370,571
461,2,thank-you_11.csv,605,869
461,3,good-afternoon_22.csv,903,1167
462,0,excuse-me_15.csv,24,202
462,1,good-morning_26.csv,215,387
462,2,i-love-you_8.csv,400,670
463,0,good-morning_28.csv,24,203
463,1,i-love-you_1.csv,216,516
463,2,i-love-you_21.csv,529,809
463,3,please_38.csv,822,1019
464,0,good-morning_20.csv,40,320
464,1,please_27.csv,341,494
464,2,hello_27.csv,515,691
464,3,hello_6.csv,712,939
465,0,i-am-fine_27.csv,80,261
465,1,excuse-me_10.csv,302,452
465,2,i-am-fine_5.csv,493,724
466,0,i-am-fine_26.csv,76,265
466,1,good-afternoon_7.csv,304,534
466,2,hello_1.csv,573,803
467,0,thank-you_6.csv,74,304
467,1,thank-you_28.csv,342,493
467,2,thank-you_14.csv,531,691
468,0,please_34.csv,22,196
468,1,excuse-me_3.csv,208,426
468,2,good-afternoon_13.csv,438,676
468,3,thank-you_20.csv,688,841
469,0,please_25.csv,22,230
469,1,excuse-me_7.csv,242,451
469,2,i-love-you_30.csv,463,685
470,0,thank-you_30.csv,44,205
470,1,good-afternoon_2.csv,228,483
470,2,hello_1.csv,506,736
471,0,please_6.csv,74,328
471,1,i-love-you_18.csv,366,655
471,2,i-love-you_27.csv,693,916
471,3,good-morning_7.csv,954,1176
472,0,good-afternoon_11.csv,74,297
472,1,i-am-fine_15.csv,335,528
472,2,i-am-fine_16.csv,566,770
473,0,please_39.csv,46,234
473,1,hello_30.csv,258,426
473,2,please_28.csv,450,645
473,3,i-am-fine_2.csv,669,911
474,0,i-am-fine_29.csv,62,230
474,1,i-am-fine_15.csv,262,455
474,2,good-morning_11.csv,487,694
475,0,i-am-fine_2.csv,22,264
475,1,hello_23.csv,276,411
475,2,good-morning_6.csv,423,656
476,0,i-am-fine_5.csv,24,255
476,1,good-morning_8.csv,268,516
476,2,i-am-fine_28.csv,529,705
477,0,excuse-me_5.csv,70,317
477,1,good-morning_24.csv,353,542
477,2,i-am-fine_23.csv,578,776
478,0,please_34.csv,48,222
478,1,thank-you_6.csv,247,477
478,2,thank-you_24.csv,502,650
479,0,good-afternoon_15.csv,28,262
479,1,thank-you_15.csv,277,458
479,2,thank-you_22.csv,473,645
479,3,i-am-fine_8.csv,660,913
480,0,hello_11.csv,70,288
480,1,please_38.csv,324,521
480,2,i-am-fine_28.csv,557,733
480,3,i-am-fine_10.csv,769,988
481,0,thank-you_14.csv,64,224
481,1,good-morning_13.csv,257,553
481,2,good-afternoon_10.csv,586,813
481,3,i-love-you_11.csv,846,1137
482,0,thank-you_19.csv,74,220
482,1,i-am-fine_22.csv,258,440
482,2,i-am-fine_18.csv,478,658
483,0,please_25.csv,82,290
483,1,excuse-me_12.csv,332,522
483,2,i-am-fine_5.csv,564,795
484,0,i-love-you_16.csv,26,307
484,1,please_19.csv,321,546
484,2,please_34.csv,560,734
485,0,hello_1.csv,74,304
485,1,good-morning_15.csv,342,617
485,2,excuse-me_12.csv,655,845
485,3,excuse-me_14.csv,883,1026
486,0,excuse-me_16.csv,26,181
486,1,good-morning_2.csv,195,421
486,2,thank-you_30.csv,435,596
487,0,thank-you_29.csv,84,224
487,1,good-morning_20.csv,267,547
487,2,hello_29.csv,590,760
488,0,i-love-you_28.csv,68,291
488,1,please_15.csv,326,606
488,2,please_21.csv,641,925
489,0,thank-you_10.csv,80,331
489,1,please_16.csv,372,636
489,2,i-love-you_11.csv,677,968
489,3,please_37.csv,1009,1203
490,0,thank-you_2.csv,24,236
490,1,i-am-fine_23.csv,249,447
490,2,good-morning_15.csv,460,735
491,0,please_9.csv,68,321
491,1,i-am-fine_16.csv,356,560
491,2,hello_21.csv,595,775
491,3,i-love-you_24.csv,810,1015
492,0,i-am-fine_22.csv,66,248
492,1,i-am-fine_19.csv,282,444
492,2,i-am-fine_30.csv,478,660
493,0,i-love-you_2.csv,52,310
493,1,good-afternoon_12.csv,337,580
493,2,hello_14.csv,607,768
494,0,hello_7.csv,50,279
494,1,i-am-fine_14.csv,305,471
494,2,i-love-you_18.csv,497,786
495,0,good-morning_4.csv,48,257
495,1,hello_21.csv,282,462
495,2,hello_22.csv,487,646
495,3,hello_19.csv,671,840
496,0,please_28.csv,44,239
496,1,good-morning_12.csv,262,527
496,2,thank-you_28.csv,550,701
496,3,please_4.csv,724,993
497,0,i-am-fine_18.csv,22,202
497,1,please_4.csv,214,483
497,2,i-love-you_17.csv,495,807
498,0,please_1.csv,22,267
498,1,hello_16.csv,279,478
498,2,i-am-fine_16.csv,490,694
499,0,please_34.csv,70,244
499,1,please_5.csv,280,536
499,2,thank-you_28.csv,572,723
499,3,please_6.csv,759,1013
